zone_id,hour_of_day,day_of_week,vessel_count,avg_draft_m,weather_wind_knots,weather_visibility_nm,tide_height_m,quay_crane_utilization,yard_occupancy_pct,congestion_index
D,6,3,7,16.12,21.1,6.3,5.24,0.163,0.55,41.79
D,13,1,7,16.5,17.5,10.4,0.9,0.512,0.799,72.92
D,4,6,5,13.83,10.4,12.0,1.69,0.205,0.442,46.18
D,4,3,4,14.95,14.6,4.7,4.01,0.203,0.319,26.83
D,15,0,7,14.49,9.5,5.7,2.64,0.743,0.164,43.43
D,1,0,2,14.34,6.7,7.2,5.15,0.211,0.314,26.21
D,8,5,7,16.49,16.3,6.6,1.04,0.315,0.553,56.73
D,3,0,3,15.91,23.6,8.1,3.2,0.05,0.323,24.98
D,15,1,7,13.1,28.9,10.2,3.9,0.519,0.752,69.01
D,21,6,4,15.54,43.3,7.3,3.73,0.323,0.524,65.26
D,3,6,2,14.42,14.2,9.4,1.57,0.05,0.479,33.23
D,23,4,4,14.97,10.4,7.3,2.33,0.132,0.46,29.52
D,8,3,6,15.75,12.7,8.6,2.59,0.508,0.92,64.17
D,15,5,6,15.67,13.6,4.8,3.68,0.528,0.436,43.91
D,17,3,7,14.73,11.5,6.7,1.45,0.372,0.529,59.05
D,2,3,3,13.62,13.2,3.9,3.95,0.253,0.356,29.5
D,21,5,3,15.25,6.1,4.9,3.75,0.14,0.508,30.22
D,11,6,4,16.5,4.7,8.3,2.93,0.265,0.408,31.57
D,7,2,8,15.09,8.1,6.3,3.19,0.297,0.669,51.5
D,20,3,1,14.46,12.5,7.1,3.71,0.415,0.622,36.36
D,14,6,8,14.7,9.8,7.4,3.24,0.285,0.723,53.56
D,7,3,5,13.2,13.0,9.2,2.41,0.311,0.427,39.62
D,9,4,7,16.5,13.3,7.1,4.29,0.615,0.785,62.47
D,0,0,3,15.7,23.4,4.2,2.83,0.448,0.439,38.39
D,7,1,5,16.04,15.2,5.6,2.35,0.224,0.488,35.94
D,17,0,7,15.15,5.1,8.2,1.87,0.278,0.613,61.13
D,11,6,3,14.51,6.8,10.0,2.51,0.336,0.383,29.3
D,15,5,7,13.64,15.0,9.0,4.67,0.541,0.507,52.44
D,14,2,6,15.94,8.7,8.9,0.9,0.333,0.837,68.07
D,18,1,6,15.9,5.3,11.6,3.81,0.554,0.775,57.99
D,12,3,5,15.23,7.8,10.2,2.59,0.411,0.478,42.16
D,22,1,4,13.94,21.2,5.0,2.2,0.176,0.357,28.3
D,7,6,4,14.32,6.9,10.1,2.23,0.47,0.702,50.3
D,8,4,6,16.44,10.0,6.4,3.29,0.563,0.853,59.29
D,10,4,4,14.89,10.7,6.4,3.07,0.424,0.631,41.18
D,11,4,7,15.7,13.7,10.9,2.64,0.328,0.66,48.62
D,15,4,5,16.5,2.0,8.0,2.85,0.254,0.568,38.82
D,1,5,3,16.17,32.4,7.1,1.99,0.177,0.481,53.93
D,2,1,3,13.08,9.3,11.7,3.1,0.433,0.581,43.14
D,7,0,6,14.93,23.1,10.2,2.84,0.5,0.436,51.03
D,15,3,7,13.29,2.0,8.0,2.77,0.436,0.732,54.49
D,13,5,7,13.62,6.3,9.4,2.81,0.607,0.834,61.32
D,4,3,1,13.44,7.8,7.4,2.34,0.181,0.407,22.72
D,19,3,6,13.27,12.3,3.5,4.21,0.55,0.473,52.85
D,10,6,6,11.04,3.0,4.9,5.32,0.331,0.634,49.48
D,12,6,6,13.99,8.6,6.9,2.99,0.309,0.917,54.09
D,20,4,6,15.7,6.4,4.3,3.46,0.573,0.557,51.81
D,22,5,1,15.53,3.0,8.0,3.45,0.5,0.357,32.36
D,16,3,6,16.11,8.9,8.6,5.4,0.638,0.676,58.06
D,4,2,1,15.56,13.0,11.2,0.99,0.215,0.543,43.1
D,4,3,2,16.5,19.3,5.0,2.74,0.39,0.523,32.65
D,0,6,4,14.92,6.9,11.0,1.47,0.263,0.473,47.43
D,10,4,5,13.11,23.5,8.6,4.83,0.352,0.583,46.16
D,17,0,5,13.11,3.8,8.0,3.44,0.554,0.614,51.47
D,17,0,9,15.73,26.5,9.4,2.22,0.347,0.366,50.58
D,1,3,3,12.25,19.1,9.5,3.95,0.358,0.736,45.03
D,12,6,5,16.11,18.4,8.0,2.88,0.431,0.575,43.41
D,22,4,2,14.42,11.1,6.6,2.69,0.05,0.419,22.42
E,1,3,7,9.66,9.0,7.2,4.96,0.067,0.2,26.55
E,4,5,8,10.26,14.9,8.9,5.4,0.05,0.499,36.83
E,15,3,13,9.86,18.7,5.9,5.16,0.388,0.487,52.53
E,0,0,7,11.38,13.1,1.7,3.86,0.13,0.283,38.36
E,4,4,5,11.8,19.2,6.6,2.89,0.079,0.255,22.41
E,16,1,13,11.27,21.3,5.7,1.16,0.489,0.444,70.26
E,16,2,9,11.49,18.2,8.6,3.24,0.439,0.433,50.8
E,18,4,11,9.61,8.5,7.1,3.41,0.229,0.567,51.07
E,0,2,6,11.4,7.9,6.8,3.99,0.05,0.261,24.69
E,8,0,5,11.53,17.8,5.8,2.87,0.29,0.532,40.81
E,6,0,11,11.04,3.7,11.3,2.43,0.569,0.778,70.54
E,23,3,6,11.94,20.5,4.5,1.52,0.085,0.616,50.86
E,18,4,7,10.22,5.8,9.6,2.83,0.226,0.304,30.72
E,22,3,6,10.21,13.5,6.7,3.11,0.329,0.674,49.72
E,3,0,4,10.57,11.5,5.3,0.9,0.066,0.397,39.32
E,14,2,10,11.18,9.0,5.2,3.25,0.485,0.659,61.08
E,7,0,10,12.13,5.8,8.8,3.51,0.264,0.646,51.43
E,18,5,9,11.16,22.1,9.7,2.82,0.181,0.623,54.1
E,20,3,4,12.35,4.9,7.1,2.75,0.577,0.733,55.93
E,1,5,7,10.81,2.5,10.9,2.88,0.05,0.501,37.28
E,9,4,9,10.34,25.3,10.1,3.37,0.369,0.716,63.65
E,13,2,15,13.61,14.6,9.2,2.3,0.362,0.643,61.45
E,10,2,8,10.31,3.5,4.0,2.27,0.605,0.481,57.98
E,20,3,13,9.68,16.2,6.5,1.69,0.375,0.479,66.01
E,18,1,6,9.8,16.6,10.5,1.47,0.287,0.568,57.01
E,21,6,8,11.54,5.3,9.1,0.9,0.321,0.425,56.22
E,5,0,7,11.83,14.3,9.7,2.25,0.203,0.408,35.24
E,23,6,5,9.53,15.0,5.8,1.24,0.278,0.374,44.28
E,0,4,8,12.01,13.7,7.8,1.41,0.196,0.555,54.14
E,21,6,2,10.31,14.9,7.5,3.48,0.138,0.499,27.21
E,6,0,8,12.13,7.5,5.4,3.97,0.352,0.669,57.33
E,5,3,4,9.83,15.2,6.4,1.74,0.271,0.462,47.19
E,12,2,8,12.44,5.1,8.2,2.81,0.181,0.572,45.07
E,13,1,5,11.63,17.4,6.7,1.48,0.321,0.743,57.79
E,4,1,5,11.4,7.2,4.8,4.63,0.05,0.26,19.23
E,22,3,6,10.14,7.9,6.9,2.35,0.236,0.332,33.18
E,10,4,13,11.65,8.5,7.2,3.11,0.338,0.535,57.62
E,4,1,4,11.71,6.9,7.8,1.8,0.05,0.544,44.22
E,3,3,9,10.31,10.3,5.4,1.37,0.136,0.172,42.09
E,11,1,10,12.83,30.3,4.9,4.42,0.387,0.538,65.17
E,7,5,12,8.66,2.2,6.6,3.32,0.203,0.838,61.4
E,10,1,11,9.7,19.5,7.5,3.28,0.499,0.578,62.83
E,9,4,9,9.61,6.6,2.9,2.83,0.302,0.442,49.96
E,15,1,6,10.94,7.3,6.9,3.1,0.401,0.475,44.81
E,2,6,5,9.67,12.3,10.0,1.96,0.21,0.247,39.51
E,20,5,13,11.8,12.0,8.6,1.48,0.283,0.642,64.31
E,1,2,10,9.57,10.4,8.7,0.9,0.203,0.631,62.98
E,13,0,10,10.68,12.6,8.6,2.66,0.443,0.593,57.93
E,23,6,2,10.97,4.0,11.3,5.21,0.071,0.298,16.75
E,17,5,11,12.56,13.1,6.8,2.32,0.361,0.88,66.71
E,20,6,10,10.0,7.4,10.6,1.41,0.332,0.638,69.13
E,11,0,6,11.31,8.5,7.7,5.22,0.316,0.87,55.29
E,1,5,2,8.26,7.6,11.1,2.53,0.338,0.456,30.98
E,6,1,7,11.59,11.6,10.6,3.01,0.42,0.643,50.94
E,16,0,11,11.25,6.6,8.8,2.51,0.408,0.378,49.13
E,5,1,5,11.64,3.7,9.1,4.52,0.063,0.448,28.93
E,3,1,5,10.9,17.1,9.6,2.08,0.15,0.433,31.51
E,9,3,6,9.4,16.1,6.6,4.22,0.171,0.73,48.39
E,19,1,11,11.72,12.4,5.0,3.78,0.143,0.461,46.08
E,7,0,9,12.24,4.9,10.7,4.93,0.458,0.352,45.15
E,3,0,4,10.62,9.5,7.3,2.6,0.05,0.104,14.76
E,11,2,4,11.12,13.9,10.3,1.6,0.474,0.453,51.82
E,0,2,8,10.77,10.8,10.8,3.33,0.05,0.51,35.51
E,4,1,7,10.5,11.2,5.5,4.54,0.147,0.386,33.97
E,6,4,7,11.91,12.7,8.3,0.9,0.074,0.621,51.98
E,19,5,8,10.93,7.6,6.0,4.76,0.367,0.614,51.92
E,22,0,4,10.31,8.1,2.2,1.26,0.106,0.461,52.19
E,3,6,8,11.19,14.8,10.0,3.13,0.05,0.296,32.59
E,21,4,4,11.43,7.3,8.1,5.17,0.213,0.353,30.13
E,18,2,7,11.81,16.9,10.4,4.2,0.325,0.635,49.7
E,23,6,7,13.91,15.0,3.6,3.48,0.29,0.485,45.7
E,5,0,4,10.57,11.2,11.8,1.6,0.105,0.381,40.23
E,14,1,11,9.07,14.6,7.5,2.73,0.18,0.39,41.73
E,21,1,5,11.11,10.2,9.0,2.58,0.05,0.475,30.77
E,14,3,8,11.13,15.0,2.3,3.59,0.292,0.636,54.4
E,19,0,7,11.37,21.3,7.4,3.92,0.248,0.678,48.05
E,3,4,4,12.62,21.8,5.0,2.78,0.153,0.223,23.61
E,3,0,5,12.02,13.3,7.1,3.34,0.05,0.518,30.78
E,8,1,10,12.07,27.3,5.1,3.81,0.382,0.18,51.61
E,16,4,10,10.91,7.6,7.0,2.07,0.088,0.355,37.34
E,21,4,7,11.76,24.4,7.6,2.84,0.111,0.438,41.62
E,22,4,6,12.87,25.8,3.7,3.2,0.155,0.427,45.42
E,19,3,10,10.22,19.4,4.8,2.25,0.284,0.523,49.94
E,3,1,8,10.74,26.5,7.0,2.28,0.161,0.614,52.31
E,9,5,10,10.79,10.2,8.2,3.41,0.338,0.704,61.96
E,13,1,9,10.39,14.9,6.8,0.9,0.335,0.377,58.3
E,3,3,8,11.09,15.9,5.3,2.52,0.307,0.287,38.92
E,7,0,8,10.04,20.1,5.0,3.88,0.529,0.63,54.23
E,4,6,4,11.94,17.8,11.2,2.54,0.105,0.566,32.49
E,14,5,5,13.94,26.1,12.0,4.5,0.261,0.571,44.29
E,12,3,12,8.99,30.9,9.9,4.25,0.295,0.362,59.6
E,7,4,9,10.89,9.4,7.9,3.72,0.275,0.524,47.03
E,7,0,9,12.3,23.6,10.1,3.04,0.662,0.38,56.64
E,19,4,9,10.23,8.4,7.8,3.5,0.368,0.8,58.28
E,14,5,8,9.64,8.7,9.4,1.61,0.551,0.492,63.85
E,18,3,8,12.13,8.7,8.9,5.38,0.226,0.454,42.17
E,10,1,6,11.46,31.5,10.5,4.69,0.408,0.487,57.86
E,6,3,6,11.85,39.0,10.5,2.53,0.138,0.599,65.48
E,13,3,10,10.59,17.6,7.8,3.17,0.362,0.546,52.54
E,3,5,9,12.23,23.7,7.7,3.47,0.147,0.489,47.05
E,12,2,7,12.09,18.6,7.9,3.41,0.373,0.418,40.93
E,12,2,8,9.85,5.6,7.2,4.82,0.11,0.491,39.66
E,3,6,4,11.3,21.7,5.7,1.95,0.091,0.498,45.48
E,13,4,6,12.31,12.2,7.4,3.27,0.653,0.559,48.83
E,1,5,7,10.51,17.6,9.0,1.97,0.05,0.316,40.54
E,3,5,8,8.8,15.7,12.0,4.05,0.424,0.48,47.32
E,2,4,3,11.02,16.5,10.8,4.37,0.05,0.526,28.17
E,20,4,9,10.22,19.5,6.1,3.92,0.264,0.632,53.42
E,15,2,7,10.43,20.5,3.6,4.44,0.21,0.452,44.76
E,20,1,7,10.53,10.4,7.8,3.17,0.437,0.655,54.18
E,9,5,10,10.22,7.3,6.7,3.55,0.391,0.538,56.79
E,14,4,9,12.11,11.3,9.3,3.98,0.65,0.409,53.57
E,13,4,6,11.17,19.5,12.0,4.28,0.379,0.383,40.54
E,9,3,10,11.21,8.4,5.7,2.54,0.081,0.733,53.3
E,1,3,5,8.84,17.3,3.1,1.88,0.272,0.522,55.96
E,10,5,9,10.04,5.9,8.8,3.89,0.423,0.576,52.3
E,6,3,13,13.51,22.0,6.7,1.55,0.397,0.563,72.6
E,8,4,10,9.77,14.5,11.4,3.27,0.411,0.441,51.47
E,12,5,6,10.05,24.8,8.2,2.34,0.301,0.721,54.24
E,21,4,4,11.71,39.3,6.8,2.41,0.14,0.519,54.0
E,14,5,3,10.68,6.0,5.6,2.53,0.335,0.667,38.85
E,12,4,7,15.27,17.2,6.9,2.85,0.4,0.664,52.89
E,21,0,7,10.2,5.8,6.2,3.91,0.267,0.359,36.5
E,9,3,10,10.65,18.2,5.7,3.61,0.36,0.577,53.97
E,9,0,9,9.68,16.5,7.9,3.68,0.502,0.366,49.21
E,17,3,7,11.93,20.7,7.1,1.47,0.415,0.481,57.42
E,16,0,9,9.79,6.1,7.3,4.63,0.267,0.471,43.4
E,19,0,8,13.98,10.1,6.8,3.4,0.375,0.437,43.37
E,14,5,6,10.59,9.1,7.6,3.84,0.51,0.648,52.04
E,23,6,8,11.69,32.3,8.6,4.21,0.05,0.169,37.88
E,19,3,7,11.86,14.7,7.2,2.12,0.312,0.614,46.24
E,16,6,7,9.75,9.0,8.2,3.04,0.577,0.623,54.43
E,23,0,9,10.84,18.0,6.1,3.67,0.357,0.542,52.04
E,2,5,7,11.78,12.4,10.3,2.23,0.172,0.206,28.49
E,4,0,4,10.2,5.9,7.7,1.83,0.263,0.522,48.87
E,23,2,11,9.04,26.8,10.4,3.68,0.05,0.263,43.04
E,14,6,7,9.09,15.4,5.2,1.99,0.523,0.23,54.06
E,3,5,7,11.92,8.7,5.2,3.5,0.206,0.348,30.69
E,10,1,9,12.46,7.0,9.1,2.96,0.3,0.597,50.45
E,3,6,6,10.62,16.7,9.8,2.63,0.05,0.275,26.83
E,16,0,7,12.18,5.8,6.4,4.26,0.477,0.555,49.15
E,17,6,10,9.93,8.0,9.0,5.1,0.291,0.506,49.22
E,8,4,10,10.96,11.9,7.8,2.84,0.482,0.761,67.32
E,4,4,8,10.17,10.2,4.2,2.37,0.05,0.53,41.63
E,15,3,10,13.02,31.9,6.8,3.14,0.304,0.499,64.24
E,1,5,4,12.23,14.5,7.5,4.58,0.05,0.224,17.77
E,13,6,7,9.71,20.5,7.7,3.28,0.05,0.529,38.55
E,0,3,3,12.7,5.3,8.5,3.15,0.206,0.385,28.09
E,0,5,10,13.97,4.9,6.6,3.58,0.252,0.375,43.46
E,9,5,9,11.17,9.0,10.5,4.22,0.156,0.76,54.3
E,4,6,7,11.78,23.2,4.4,2.63,0.05,0.531,45.22
E,9,4,6,13.07,30.0,7.7,4.23,0.255,0.602,57.56
E,18,6,13,10.03,17.5,3.6,3.43,0.531,0.485,62.42
E,15,5,10,10.29,20.8,9.0,2.87,0.371,0.485,51.67
E,3,5,5,10.26,11.1,9.3,2.29,0.215,0.331,29.98
E,6,5,8,11.76,3.4,5.2,4.16,0.445,0.423,47.11
E,2,4,8,12.53,12.0,8.7,4.13,0.1,0.488,38.12
E,10,2,9,10.81,12.0,8.7,2.62,0.705,0.552,61.29
E,23,3,5,11.46,2.0,8.6,3.88,0.05,0.391,26.34
E,15,2,11,11.11,4.6,8.5,2.64,0.199,0.535,50.16
E,8,3,12,11.2,17.7,9.0,2.59,0.449,0.493,55.88
E,14,6,8,11.71,12.5,4.1,1.42,0.25,0.413,53.21
E,13,4,7,10.75,10.4,5.4,2.55,0.599,0.531,50.79
E,5,0,9,12.74,10.3,6.7,3.52,0.307,0.412,43.27
E,12,2,10,12.0,6.9,8.3,2.46,0.32,0.592,53.0
E,9,5,6,13.25,9.9,3.9,3.17,0.126,0.645,45.11
E,4,3,6,13.01,18.4,3.8,3.5,0.05,0.447,33.49
E,21,3,9,12.03,9.0,10.3,3.19,0.175,0.374,41.1
E,18,3,11,11.31,25.1,8.2,3.87,0.335,0.756,67.97
E,17,1,17,9.54,16.0,10.8,1.41,0.05,0.477,57.96
E,0,0,6,12.49,12.0,10.1,3.91,0.05,0.352,27.66
E,18,6,11,11.73,26.1,4.9,4.01,0.233,0.458,53.8
E,6,3,8,13.12,34.4,5.0,3.11,0.223,0.663,66.45
E,20,1,9,11.98,10.0,8.0,2.95,0.442,0.607,55.45
E,10,1,9,10.28,16.2,7.8,2.2,0.209,0.529,44.95
E,0,2,5,11.44,19.4,7.4,2.58,0.139,0.214,23.69
E,18,4,7,11.85,2.9,9.8,2.69,0.345,0.446,46.44
E,9,4,9,11.89,13.7,7.4,3.05,0.05,0.56,42.51
E,22,1,6,10.02,4.7,4.8,2.6,0.193,0.342,32.56
E,2,4,3,10.73,23.7,3.6,3.32,0.207,0.304,29.86
E,12,6,9,11.98,4.0,8.1,1.97,0.309,0.601,61.72
E,9,2,8,8.87,13.7,9.3,3.18,0.331,0.38,44.69
E,20,6,9,11.22,12.4,9.2,3.82,0.175,0.593,44.1
E,15,4,10,11.6,8.2,6.2,2.25,0.239,0.459,46.72
E,15,3,5,12.04,9.3,7.9,3.84,0.05,0.353,30.48
E,3,4,7,10.26,19.7,5.6,1.61,0.171,0.552,53.84
E,5,3,3,11.08,3.6,5.1,4.11,0.161,0.434,26.8
E,22,1,7,11.52,23.7,8.2,3.33,0.05,0.343,35.04
E,4,6,5,12.55,14.6,6.6,1.93,0.384,0.436,51.54
E,15,0,6,10.78,13.2,9.0,1.3,0.539,0.624,60.29
E,2,5,6,12.2,15.4,8.3,3.99,0.05,0.454,31.38
E,3,2,3,10.99,19.6,9.7,2.68,0.092,0.49,30.42
E,5,3,2,9.57,13.0,7.8,2.21,0.148,0.437,25.17
E,19,1,12,10.67,6.5,4.8,4.29,0.255,0.431,49.47
E,4,4,9,10.16,7.8,3.5,1.26,0.05,0.401,48.99
E,17,1,13,9.55,18.1,4.0,3.49,0.315,0.518,57.12
E,9,6,6,10.79,25.5,8.4,4.06,0.677,0.687,63.78
E,22,0,6,12.21,22.3,7.4,3.77,0.086,0.358,33.77
E,14,0,8,11.92,16.1,4.7,3.52,0.344,0.507,44.69
E,18,5,7,10.14,10.2,6.5,2.1,0.453,0.52,46.3
E,19,3,9,12.99,13.9,9.4,4.27,0.269,0.608,49.86
E,18,1,9,10.97,29.7,9.0,2.85,0.2,0.803,65.52
E,11,6,10,11.61,14.6,9.6,4.0,0.322,0.448,48.6
E,6,0,7,12.17,3.5,4.7,3.71,0.381,0.721,54.1
E,22,6,6,11.51,16.2,8.5,4.55,0.315,0.239,31.76
E,20,1,12,11.48,6.5,5.9,2.1,0.218,0.618,57.49
E,5,6,9,11.62,7.5,4.8,4.02,0.219,0.547,45.38
E,6,4,9,11.39,7.1,7.1,2.86,0.564,0.652,62.37
E,8,3,7,12.76,10.1,5.7,1.54,0.492,0.704,66.48
E,14,3,8,12.83,10.6,6.3,3.0,0.528,0.563,55.46
E,4,5,4,11.66,17.8,7.8,4.8,0.274,0.482,32.93
E,21,2,5,13.71,14.5,7.8,3.76,0.224,0.527,36.12
E,11,4,7,8.7,12.7,11.2,2.13,0.534,0.79,60.05
E,5,3,7,11.75,27.6,8.2,1.53,0.104,0.357,53.98
E,4,4,6,11.6,18.9,5.8,1.34,0.35,0.347,46.82
E,10,5,10,10.19,14.7,10.8,4.88,0.253,0.501,48.71
E,17,1,7,10.17,9.7,5.5,1.52,0.349,0.506,56.06
E,11,2,8,11.9,21.9,9.7,2.9,0.298,0.328,43.4
E,23,4,8,9.51,15.4,8.6,2.04,0.099,0.573,40.16
E,4,0,9,8.29,13.9,8.0,5.4,0.05,0.307,32.16
E,9,4,6,10.13,7.8,7.8,2.36,0.442,0.616,50.59
E,6,5,11,11.12,9.1,9.5,1.86,0.086,0.664,61.09
E,4,6,4,10.1,23.6,9.6,3.85,0.37,0.451,41.07
E,4,5,4,11.88,11.4,9.7,4.19,0.05,0.522,27.93
E,21,6,5,11.7,29.4,5.9,3.22,0.05,0.346,38.73
E,22,5,2,9.55,11.9,9.1,2.27,0.05,0.406,21.92
E,16,5,11,12.3,27.7,9.6,2.98,0.149,0.481,58.31
E,19,4,7,13.67,13.5,7.2,3.6,0.357,0.454,42.16
E,8,1,12,12.37,23.1,9.3,1.63,0.349,0.735,80.63
E,9,3,6,9.08,10.9,2.1,2.39,0.089,0.433,38.99
E,5,0,11,10.05,17.9,9.2,3.65,0.05,0.315,39.52
E,10,3,13,11.1,25.5,7.7,4.13,0.354,0.326,55.94
E,20,3,7,8.04,3.4,5.0,3.1,0.352,0.659,51.17
E,23,6,4,13.1,13.6,5.5,3.41,0.05,0.327,22.07
E,13,5,6,10.82,9.8,6.4,2.84,0.376,0.524,46.16
E,10,5,8,9.44,29.5,8.5,4.08,0.522,0.365,56.81
E,20,4,8,10.5,7.7,12.0,1.88,0.366,0.423,54.18
E,22,2,9,11.34,11.4,5.2,4.51,0.22,0.529,48.39
E,22,0,9,12.13,13.8,11.8,2.41,0.232,0.423,44.21
E,7,5,10,9.98,21.3,5.8,1.94,0.395,0.674,70.89
E,0,0,5,12.34,13.7,7.9,1.31,0.05,0.282,37.58
E,20,5,10,11.08,11.9,9.0,2.99,0.256,0.501,44.89
E,14,4,14,10.94,34.3,7.4,4.2,0.391,0.584,75.36
E,12,3,11,10.57,4.9,6.2,2.7,0.198,0.65,53.41
E,14,0,8,11.48,10.1,8.8,3.79,0.276,0.626,48.64
E,15,5,11,10.31,18.5,5.1,1.46,0.322,0.62,69.51
E,3,4,5,12.43,14.8,4.1,2.03,0.168,0.377,32.32
E,13,2,9,10.26,11.3,7.9,2.47,0.237,0.522,47.71
E,18,6,8,9.99,29.4,7.8,3.67,0.445,0.525,61.56
E,12,0,4,11.28,9.4,8.4,2.83,0.43,0.721,46.2
E,13,2,8,10.24,9.1,4.6,4.25,0.247,0.701,50.67
E,2,5,5,10.36,5.8,4.3,3.96,0.05,0.496,33.74
E,11,5,9,12.52,14.7,8.1,2.38,0.55,0.5,54.07
E,10,6,9,12.18,5.6,8.9,4.38,0.224,0.561,46.74
E,23,0,8,11.47,17.5,7.9,2.72,0.062,0.177,25.16
E,8,5,6,8.86,13.0,10.3,3.17,0.324,0.505,41.95
E,3,2,10,10.32,3.3,2.7,4.13,0.054,0.301,39.43
E,14,2,13,10.73,8.6,7.4,4.72,0.437,0.68,61.98
E,3,4,12,13.18,6.9,5.6,2.81,0.08,0.103,31.3
E,22,4,5,10.53,5.4,8.0,4.13,0.05,0.373,23.93
E,19,5,5,11.46,15.2,7.3,2.91,0.05,0.727,42.04
E,9,4,9,12.89,11.7,8.8,3.56,0.295,0.295,39.54
E,22,1,3,10.43,17.4,8.0,2.82,0.132,0.617,30.05
E,20,5,9,11.48,17.1,9.8,0.9,0.387,0.509,61.26
E,1,4,6,9.12,7.8,6.8,2.7,0.276,0.384,36.07
E,13,2,10,10.55,10.3,6.5,4.03,0.429,0.473,51.57
E,19,2,10,9.42,30.2,6.3,4.46,0.236,0.758,72.01
E,11,4,4,13.0,19.8,6.8,2.8,0.356,0.496,42.11
E,9,1,7,10.42,12.3,4.9,0.9,0.301,0.338,50.14
E,21,0,7,12.8,13.5,8.6,3.61,0.137,0.212,27.33
E,14,0,10,9.78,17.6,4.8,3.45,0.597,0.4,56.17
E,8,2,7,11.28,30.8,8.5,1.71,0.491,0.614,79.14
E,12,1,10,11.98,11.4,3.3,3.95,0.224,0.451,50.36
E,0,5,2,11.57,5.5,11.4,2.36,0.17,0.447,25.28
E,6,2,9,9.86,10.8,8.0,3.76,0.214,0.616,48.97
E,12,5,10,8.06,32.4,3.7,3.92,0.289,0.695,73.35
E,12,4,10,10.94,6.8,8.4,0.9,0.289,0.53,61.57
E,11,0,12,11.24,15.4,6.8,2.2,0.235,0.437,44.1
E,13,5,3,10.6,21.3,7.6,3.14,0.274,0.519,37.42
E,20,3,10,10.87,25.0,6.6,3.36,0.412,0.392,55.18
E,1,1,6,9.54,20.7,7.4,3.98,0.088,0.57,39.66
E,17,1,8,12.22,21.6,9.9,5.07,0.343,0.524,47.99
E,9,6,10,11.33,8.0,5.1,4.11,0.103,0.7,49.96
E,12,0,13,10.79,9.3,10.5,3.89,0.311,0.705,59.65
E,8,2,7,12.44,20.3,8.8,3.94,0.267,0.622,45.84
E,15,6,7,12.73,10.5,8.6,4.16,0.05,0.589,39.98
E,13,1,8,10.72,26.0,6.9,5.1,0.324,0.739,62.92
E,2,4,9,10.04,24.1,9.0,3.06,0.14,0.493,50.83
E,9,4,13,10.85,13.7,8.1,0.99,0.332,0.662,70.65
E,0,6,5,10.41,42.3,8.1,4.16,0.261,0.423,62.1
E,8,6,9,9.9,4.5,11.6,2.35,0.477,0.459,51.22
E,7,5,10,10.86,11.6,9.6,4.5,0.218,0.53,45.62
E,23,0,8,9.64,4.4,7.6,2.84,0.065,0.525,40.54
E,5,6,6,11.48,6.0,9.8,3.58,0.199,0.406,34.06
E,2,1,5,9.22,14.8,12.0,5.4,0.099,0.271,22.49
E,0,6,5,11.87,31.5,8.2,3.21,0.094,0.311,39.71
E,8,3,4,11.44,17.9,6.6,3.89,0.552,0.549,46.61
E,22,2,6,10.9,29.2,7.1,2.54,0.076,0.318,39.32
E,12,5,7,10.76,24.7,5.0,3.14,0.44,0.612,60.77
E,6,0,9,11.61,15.4,8.3,4.39,0.397,0.573,54.87
E,22,4,9,11.91,12.2,5.2,5.4,0.28,0.27,38.0
E,20,0,12,10.37,2.1,9.0,4.31,0.13,0.591,51.28
E,10,6,13,10.96,2.0,8.4,4.39,0.193,0.542,49.77
E,12,0,9,10.23,13.4,7.1,3.43,0.565,0.383,50.09
E,21,0,6,11.26,9.8,9.2,3.6,0.059,0.378,26.58
E,14,4,16,10.2,8.4,9.0,3.49,0.27,0.461,48.73
E,4,0,4,10.62,5.3,6.8,1.89,0.05,0.679,49.54
E,8,4,7,13.07,34.6,6.9,3.98,0.399,0.524,61.13
E,16,1,9,11.44,6.4,6.0,3.23,0.214,0.774,59.8
E,18,1,11,11.17,25.9,6.1,2.58,0.247,0.518,56.9
E,13,5,5,12.58,6.2,9.1,2.55,0.61,0.303,40.63
E,11,0,10,11.93,9.0,11.9,1.82,0.082,0.565,55.1
E,7,4,10,10.44,8.8,3.3,1.57,0.134,0.666,66.19
E,1,3,9,9.91,6.3,8.0,2.62,0.3,0.24,43.4
E,11,0,11,11.95,10.0,7.1,2.56,0.316,0.712,59.6
E,18,2,10,11.73,22.8,9.2,2.41,0.265,0.536,53.19
E,11,5,5,11.93,20.6,8.7,3.56,0.185,0.591,37.51
E,2,4,7,11.5,20.5,3.7,3.25,0.05,0.4,35.22
E,22,2,8,12.6,16.6,6.3,2.95,0.067,0.273,29.11
E,7,3,8,12.69,16.6,11.2,4.22,0.556,0.687,61.95
E,6,3,11,10.64,7.6,6.7,4.48,0.61,0.495,58.72
E,1,2,5,9.46,28.1,9.9,3.01,0.111,0.353,35.63
E,16,5,8,10.04,8.1,6.3,1.55,0.491,0.585,67.23
E,16,4,11,10.71,2.7,8.1,2.78,0.342,0.521,53.53
E,6,5,9,10.9,3.5,10.8,4.15,0.344,0.472,47.6
E,20,2,10,12.88,18.3,9.7,3.45,0.079,0.587,46.07
E,16,5,15,11.06,16.8,5.1,1.71,0.153,0.625,64.46
E,21,6,2,10.92,13.4,7.0,3.22,0.234,0.433,25.1
